2026-03-15 21:59:55,185 [INFO] __main__: Loaded 100 roles into skill cache.
2026-03-17 17:04:02,579 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:05:18,814 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:05:36,549 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:05:51,087 [INFO] main: Roadmap generated for role 'DevOps Engineer' - removed invalid links: {'courses': 3, 'certificates': 2, 'youtube': 4}
2026-03-17 17:06:48,617 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:07:01,624 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:07:14,680 [INFO] main: Roadmap generated for role 'Full Stack Developer' - removed invalid links: {'courses': 2, 'certificates': 1, 'youtube': 4}
2026-03-17 17:12:49,657 [INFO] main: Loading ML models in background thread...
2026-03-17 17:12:49,688 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:12:55,735 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:12:55,816 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:13:11,197 [INFO] main: Roadmap generated for role 'Full Stack Developer' - removed invalid links: {'courses': 4, 'certificates': 1, 'youtube': 2}
2026-03-17 17:13:11,849 [INFO] main: Roadmap generated for skill 'Databases' - removed invalid links: {'courses': 4, 'certificates': 1, 'youtube': 4}
2026-03-17 17:13:32,791 [INFO] main: Loading ML models in background thread...
2026-03-17 17:13:32,803 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:13:55,204 [INFO] main: Loading ML models in background thread...
2026-03-17 17:13:55,245 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:14:53,407 [INFO] main: ML models loaded successfully in 58.20 seconds.
2026-03-17 17:17:51,460 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:17:56,893 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:22:59,270 [INFO] main: Loading ML models in background thread...
2026-03-17 17:22:59,281 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:23:27,491 [INFO] main: ML models loaded successfully in 28.22 seconds.
2026-03-17 17:46:57,095 [INFO] main: Loading ML models in background thread...
2026-03-17 17:46:57,118 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:47:39,104 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:47:39,523 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:47:43,688 [INFO] main: is_valid_url: VALID (HEAD 200) - https://aws.amazon.com/certification/certified-developer-associate/
2026-03-17 17:47:43,698 [INFO] main: is_valid_url: INVALID (HEAD 404) - https://www.udacity.com/course/full-stack-development--ud083
2026-03-17 17:47:44,515 [INFO] main: is_valid_url: INVALID (HEAD 404) - https://www.hackerrank.com/domains/fullstack
2026-03-17 17:47:46,133 [INFO] main: is_valid_url: INVALID (GET 404) - https://www.udacity.com/course/full-stack-development--ud083
2026-03-17 17:47:47,375 [INFO] main: is_valid_url: INVALID (GET 404) - https://www.hackerrank.com/domains/fullstack
2026-03-17 17:47:47,385 [INFO] main: is_valid_url: INVALID (HEAD 404) - https://www.pluralsight.com/courses/node-js-full-stack-development
2026-03-17 17:47:48,488 [INFO] main: is_valid_url: INVALID (HEAD 404) - https://analytics.google.com/analytics/academy/
2026-03-17 17:47:50,316 [INFO] main: is_valid_url: INVALID (GET 404) - https://www.pluralsight.com/courses/node-js-full-stack-development
2026-03-17 17:47:54,880 [INFO] main: Roadmap generated for role 'Full Stack Developer' - removed invalid links: {'courses': 3, 'certificates': 2, 'youtube': 4}
2026-03-17 17:47:55,846 [INFO] main: is_valid_url: VALID (GET 200) - https://analytics.google.com/analytics/academy/
2026-03-17 17:48:16,825 [INFO] main: ML models loaded successfully in 79.73 seconds.
2026-03-17 17:49:24,735 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:49:34,502 [INFO] main: Roadmap generated for role 'Full Stack Developer' - removed invalid links: {'courses': 3, 'certificates': 1, 'youtube': 4}
2026-03-17 17:52:09,177 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:52:17,735 [INFO] main: Roadmap generated for role 'Full Stack Developer' - removed invalid links: {'courses': 4, 'certificates': 0, 'youtube': 4}
2026-03-17 17:56:48,767 [INFO] main: Loading ML models in background thread...
2026-03-17 17:56:48,782 [INFO] main: Loaded 100 roles into skill cache.
2026-03-17 17:57:21,597 [INFO] main: ML models loaded successfully in 32.83 seconds.
2026-03-17 17:58:38,976 [INFO] httpx: HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-17 17:58:40,403 [INFO] main: is_valid_url: INVALID (HEAD 403) - https://www.udemy.com/course/web-development-fundamentals/
2026-03-17 17:58:40,405 [INFO] main: is_valid_url: INVALID (HEAD 403) - https://www.udemy.com/course/react-the-complete-guide/
